seed,step
2994,4
2995,2
2996,7
2997,3
2998,11
2999,2
3000,8
3001,30
3002,9
3003,6
3004,5
3005,13
3006,13
3007,1
3008,4
3009,12
3010,4
3011,9
3012,1
3013,2
3014,1
3015,5
3016,3
3017,5
3018,11
3019,15
3020,4
3021,2
3022,1
3023,5
3024,13
3025,3
3026,5
3027,9
3028,2
3029,8
3030,4
3031,11
3032,10
3033,17
3034,2
3035,8
3036,6
3037,20
3038,5
3039,8
3040,7
3041,1
3042,2
3043,10
3044,17
3045,2
3046,1
3047,15
3048,1
3049,5
3050,4
3051,14
3052,18
3053,4
3054,7
3055,2
3056,3
3057,1
3058,18
3059,2
3060,11
3061,4
3062,4
3063,4
3064,3
3065,14
3066,16
3067,10
3068,5
3069,1
3070,5
3071,15
3072,8
3073,14
3074,13
3075,1
3076,4
3077,6
3078,5
3079,3
3080,2
3081,8
3082,6
3083,7
3084,12
3085,3
3086,14
3087,1
3088,3
3089,11
3090,8
3091,6
3092,3
3093,36
3094,10
3095,3
3096,5
3097,12
3098,3
3099,13
3100,6
3101,5
3102,7
3103,7
3104,1
3105,9
3106,6
3107,5
3108,5
3109,14
3110,1
3111,9
3112,5
3113,6
3114,2
3115,5
3116,20
3117,5
3118,2
3119,6
3120,13
3121,7
3122,2
3123,4
3124,2
3125,6
3126,15
3127,1
3128,4
3129,1
3130,10
3131,13
3132,17
3133,13
3134,29
3135,1
3136,12
3137,3
3138,9
3139,11
3140,2
3141,1
3142,1
3143,5
3144,24
3145,21
3146,2
3147,4
3148,2
3149,14
3150,1
3151,4
3152,1
3153,13
3154,3
3155,19
3156,21
3157,5
3158,5
3159,4
3160,3
3161,2
3162,1
3163,2
3164,26
3165,1
3166,8
3167,13
3168,12
3169,10
3170,4
3171,1
3172,13
3173,9
3174,3
3175,2
3176,12
3177,9
3178,13
3179,25
3180,16
3181,20
3182,11
3183,28
3184,8
3185,22
3186,2
3187,2
3188,3
3189,1
3190,10
3191,1
3192,2
3193,12
3194,4
3195,14
3196,4
3197,7
3198,7
3199,28
3200,11
3201,2
3202,15
3203,1
3204,4
3205,8
3206,17
3207,14
3208,1
3209,4
3210,1
3211,20
3212,5
3213,5
3214,2
3215,14
3216,5
3217,19
3218,29
3219,21
3220,4
3221,30
3222,7
3223,5
3224,8
3225,3
3226,5
3227,7
3228,3
3229,2
3230,2
3231,6
3232,6
3233,5
3234,1
3235,11
3236,3
3237,4
3238,5
3239,5
3240,3
3241,10
3242,8
3243,4
3244,2
3245,21
3246,2
3247,5
3248,8
3249,1
3250,6
3251,9
3252,12
3253,8
3254,12
3255,3
3256,14
3257,8
3258,1
3259,13
3260,3
3261,4
3262,51
3263,7
3264,1
3265,17
3266,2
3267,3
3268,7
3269,11
3270,36
3271,15
3272,2
3273,3
3274,4
3275,5
3276,2
3277,25
3278,6
3279,10
3280,21
3281,3
3282,4
3283,20
3284,1
3285,16
3286,6
3287,5
3288,9
3289,9
3290,10
3291,7
3292,7
3293,8
3294,20
3295,23
3296,9
3297,16
3298,6
3299,2
3300,1
3301,5
3302,6
3303,4
3304,6
3305,13
3306,4
3307,6
3308,4
3309,12
3310,6
3311,14
3312,5
3313,10
3314,6
3315,1
3316,8
3317,7
3318,12
3319,11
3320,6
3321,1
3322,16
3323,1
3324,5
3325,10
3326,1
3327,2
3328,1
3329,3
3330,6
3331,14
3332,6
3333,3
3334,4
3335,1
3336,4
3337,6
3338,1
3339,3
3340,2
3341,5
3342,6
3343,7
3344,6
3345,5
3346,15
3347,5
3348,8
3349,1
3350,4
3351,1
3352,9
3353,3
3354,3
3355,1
3356,3
3357,15
3358,3
3359,1
3360,5
3361,3
3362,5
3363,2
3364,2
3365,15
3366,2
3367,9
3368,8
3369,6
3370,1
3371,3
3372,1
3373,2
3374,5
3375,3
3376,1
3377,4
3378,8
3379,24
3380,8
3381,5
3382,1
3383,28
3384,12
3385,3
3386,4
3387,4
3388,4
3389,9
3390,15
3391,4
3392,5
3393,2
3394,1
3395,34
3396,5
3397,4
3398,2
3399,15
3400,3
3401,10
3402,6
3403,9
3404,4
3405,4
3406,6
3407,1
3408,4
3409,10
3410,1
3411,12
3412,11
3413,15
3414,6
3415,21
3416,11
3417,21
3418,13
3419,1
3420,11
3421,23
3422,6
3423,19
3424,14
3425,2
3426,3
3427,24
3428,9
3429,5
3430,2
3431,3
3432,3
3433,5
3434,6
3435,1
3436,12
3437,5
3438,6
3439,21
3440,7
3441,1
3442,5
3443,50
3444,14
3445,1
3446,6
3447,4
3448,2
3449,35
3450,11
3451,8
3452,2
3453,7
3454,1
3455,4
3456,1
3457,6
3458,7
3459,4
3460,11
3461,7
3462,3
3463,3
3464,4
3465,7
3466,3
3467,5
3468,5
3469,8
3470,5
3471,1
3472,3
3473,2
3474,5
3475,15
3476,19
3477,14
3478,2
3479,6
3480,2
3481,22
3482,14
3483,2
3484,2
3485,7
3486,8
3487,5
3488,21
3489,5
3490,11
3491,5
3492,19
3493,4
3494,14
3495,7
3496,3
3497,1
3498,3
3499,6
3500,2
3501,3
3502,5
3503,6
3504,3
3505,8
3506,7
3507,16
3508,13
3509,7
3510,7
3511,5
3512,1
3513,11
3514,14
3515,24
3516,13
3517,1
3518,1
3519,5
3520,6
3521,2
3522,8
3523,20
3524,6
3525,2
3526,2
3527,5
3528,9
3529,1
3530,2
3531,3
3532,2
3533,10
3534,9
3535,3
3536,11
3537,9
3538,9
3539,39
3540,2
3541,8
3542,5
3543,4
3544,8
3545,5
3546,7
3547,12
3548,2
3549,8
3550,12
3551,10
3552,3
3553,7
3554,1
3555,8
3556,15
3557,20
3558,6
3559,2
3560,3
3561,3
3562,13
3563,3
3564,1
3565,1
3566,6
3567,5
3568,21
3569,3
3570,4
3571,3
3572,2
3573,10
3574,3
3575,1
3576,13
3577,3
3578,9
3579,8
3580,18
3581,5
3582,7
3583,3
3584,1
3585,4
3586,2
3587,8
3588,1
3589,3
3590,11
3591,8
3592,15
3593,2
3594,1
3595,15
3596,14
3597,1
3598,3
3599,5
3600,10
3601,13
3602,22
3603,9
3604,2
3605,1
3606,16
3607,16
3608,13
3609,5
3610,7
3611,1
3612,9
3613,13
3614,11
3615,18
3616,3
3617,1
3618,10
3619,14
3620,1
3621,3
3622,7
3623,20
3624,8
3625,16
3626,7
3627,13
3628,1
3629,3
3630,2
3631,6
3632,5
3633,5
3634,36
3635,9
3636,8
3637,2
3638,24
3639,9
3640,3
3641,6
3642,12
3643,6
3644,3
3645,14
3646,4
3647,18
3648,1
3649,11
3650,14
3651,3
3652,5
3653,9
3654,5
3655,7
3656,21
3657,12
3658,7
3659,2
3660,7
3661,11
3662,6
3663,5
3664,16
3665,15
3666,8
3667,1
3668,5
3669,5
3670,2
3671,13
3672,6
3673,10
3674,5
3675,4
3676,3
3677,3
3678,17
3679,30
3680,1
3681,1
3682,6
3683,14
3684,8
3685,12
3686,9
3687,3
3688,10
3689,7
3690,31
3691,3
3692,1
3693,1
3694,4
3695,1
3696,9
3697,2
3698,11
3699,18
3700,4
3701,4
3702,5
3703,20
3704,20
3705,29
3706,6
3707,7
3708,2
3709,8
3710,1
3711,6
3712,7
3713,4
3714,3
3715,6
3716,4
3717,1
3718,4
3719,34
3720,11
3721,8
3722,5
3723,5
3724,8
3725,1
3726,21
3727,6
3728,5
3729,8
3730,3
3731,10
3732,14
3733,1
3734,9
3735,9
3736,18
3737,7
3738,9
3739,23
3740,32
3741,8
3742,1
3743,23
3744,2
3745,2
3746,33
3747,3
3748,17
3749,3
3750,10
3751,2
3752,5
3753,5
3754,5
3755,17
3756,3
3757,22
3758,3
3759,27
3760,16
3761,4
3762,5
3763,10
3764,14
3765,8
3766,10
3767,9
3768,1
3769,2
3770,2
3771,8
3772,4
3773,12
3774,4
3775,13
3776,12
3777,5
3778,5
3779,4
3780,3
3781,1
3782,23
3783,1
3784,2
3785,8
3786,8
3787,7
3788,6
3789,13
3790,11
3791,9
3792,3
3793,3
3794,5
3795,6
3796,13
3797,12
3798,13
3799,7
3800,9
3801,18
3802,7
3803,5
3804,12
3805,5
3806,22
3807,10
3808,2
3809,2
3810,18
3811,4
3812,3
3813,6
3814,6
3815,15
3816,24
3817,2
3818,8
3819,9
3820,23
3821,2
3822,16
3823,8
3824,6
3825,18
3826,2
3827,3
3828,4
3829,2
3830,1
3831,6
3832,9
3833,4
3834,7
3835,2
3836,22
3837,9
3838,4
3839,7
3840,22
3841,6
3842,6
3843,7
3844,14
3845,18
3846,10
3847,15
3848,2
3849,3
3850,3
3851,5
3852,6
3853,18
3854,1
3855,3
3856,7
3857,14
3858,6
3859,1
3860,4
3861,5
3862,47
3863,3
3864,36
3865,30
3866,8
3867,30
3868,10
3869,1
3870,10
3871,7
3872,2
3873,16
3874,3
3875,2
3876,4
3877,8
3878,15
3879,9
3880,17
3881,9
3882,4
3883,5
3884,20
3885,20
3886,1
3887,4
3888,7
3889,40
3890,9
3891,2
3892,2
3893,2
3894,4
3895,1
3896,3
3897,5
3898,21
3899,1
3900,7
3901,12
3902,13
3903,10
3904,12
3905,10
3906,5
3907,8
3908,5
3909,5
3910,4
3911,8
3912,1
3913,1
3914,5
3915,1
3916,1
3917,1
3918,5
3919,5
3920,6
3921,1
3922,6
3923,7
3924,5
3925,4
3926,12
3927,5
3928,13
3929,10
3930,2
3931,7
3932,14
3933,2
3934,9
3935,4
3936,4
3937,4
3938,12
3939,1
3940,22
3941,31
3942,10
3943,10
3944,2
3945,8
3946,27
3947,7
3948,5
3949,3
3950,14
3951,1
3952,5
3953,23
3954,1
3955,20
3956,1
3957,51
3958,31
3959,11
3960,12
3961,1
3962,16
3963,10
3964,7
3965,9
3966,5
3967,3
3968,14
3969,7
3970,13
3971,18
3972,7
3973,3
3974,9
3975,6
3976,4
3977,10
3978,6
3979,2
3980,1
3981,3
3982,20
3983,6
3984,1
3985,1
3986,8
3987,4
3988,6
3989,8
3990,5
3991,11
3992,38
3993,4
3994,4
3995,5
3996,12
3997,11
3998,17
3999,14
4000,6
4001,3
4002,8
4003,2
4004,3
4005,5
4006,3
4007,7
4008,22
4009,24
4010,1
4011,2
4012,5
4013,17
4014,8
4015,9
4016,1
4017,9
4018,2
4019,13
4020,15
4021,7
4022,7
4023,10
4024,4
4025,1
4026,24
4027,11
4028,7
4029,1
4030,12
4031,28
4032,5
4033,11
4034,2
4035,6
4036,4
4037,4
4038,10
4039,20
4040,13
4041,3
4042,8
4043,10
4044,21
4045,15
4046,25
4047,7
4048,3
4049,21
4050,7
4051,3
4052,6
4053,3
4054,10
4055,2
4056,3
4057,6
4058,4
4059,5
4060,33
4061,1
4062,2
4063,21
4064,3
4065,9
4066,10
4067,2
4068,1
4069,3
4070,2
4071,20
4072,30
4073,2
4074,28
4075,16
4076,2
4077,1
4078,2
4079,1
4080,20
4081,2
4082,17
4083,22
4084,4
4085,16
4086,2
4087,10
4088,2
4089,6
4090,23
4091,2
4092,6
4093,11
4094,3
4095,2
4096,1
4097,12
4098,7
4099,7
4100,8
4101,12
4102,3
4103,6
4104,2
4105,24
4106,2
4107,5
4108,1
4109,3
4110,3
4111,28
4112,2
4113,3
4114,1
4115,2
4116,5
4117,7
4118,31
4119,2
4120,5
4121,12
4122,4
4123,16
4124,15
4125,9
4126,1
4127,6
4128,4
4129,5
4130,5
4131,2
4132,7
4133,9
4134,1
4135,3
4136,5
4137,4
4138,5
4139,2
4140,1
4141,2
4142,1
4143,42
4144,3
4145,4
4146,3
4147,2
4148,14
4149,9
4150,2
4151,5
4152,3
4153,3
4154,2
4155,24
4156,2
4157,8
4158,2
4159,8
4160,2
4161,1
4162,14
4163,15
4164,1
4165,15
4166,18
4167,4
4168,15
4169,16
4170,1
4171,1
4172,12
4173,7
4174,4
4175,5
4176,5
4177,14
4178,1
4179,9
4180,19
4181,23
4182,5
4183,8
4184,1
4185,7
4186,3
4187,6
4188,1
4189,3
4190,5
4191,12
4192,7
4193,6
4194,7
4195,8
4196,1
4197,7
4198,10
4199,25
4200,5
4201,2
4202,10
4203,3
4204,4
4205,11
4206,15
4207,1
4208,4
4209,5
4210,5
4211,13
4212,23
4213,29
4214,9
4215,6
4216,1
4217,13
4218,26
4219,5
4220,2
4221,15
4222,4
4223,18
4224,22
4225,3
4226,1
4227,20
4228,9
4229,8
4230,9
4231,11
4232,14
4233,3
4234,6
4235,14
4236,4
4237,8
4238,9
4239,24
4240,5
4241,5
4242,7
4243,7
4244,1
4245,32
4246,7
4247,11
4248,1
4249,36
4250,15
4251,1
4252,17
4253,6
4254,17
4255,27
4256,12
4257,7
4258,3
4259,4
4260,14
4261,12
4262,1
4263,4
4264,8
4265,11
4266,7
4267,7
4268,14
4269,3
4270,14
4271,9
4272,5
4273,27
4274,2
4275,3
4276,2
4277,8
4278,11
4279,32
4280,9
4281,8
4282,23
4283,10
4284,13
4285,3
4286,4
4287,7
4288,19
4289,16
4290,13
4291,6
4292,19
4293,4
4294,16
4295,9
4296,19
4297,5
4298,8
4299,5
4300,11
4301,4
4302,5
4303,26
4304,1
4305,5
4306,19
4307,13
4308,17
4309,6
4310,13
4311,17
4312,3
4313,1
4314,5
4315,1
4316,9
4317,1
4318,1
4319,9
4320,18
4321,9
4322,5
4323,2
4324,1
4325,5
4326,4
4327,4
4328,1
4329,25
4330,5
4331,2
4332,7
4333,9
4334,3
4335,1
4336,1
4337,4
4338,7
4339,7
4340,6
4341,6
4342,2
4343,5
4344,3
4345,19
4346,6
4347,29
4348,9
4349,5
4350,2
4351,1
4352,13
4353,12
4354,4
4355,2
4356,40
4357,9
4358,4
4359,4
4360,5
4361,11
4362,1
4363,10
4364,3
4365,4
4366,12
4367,7
4368,5
4369,2
4370,19
4371,7
4372,7
4373,13
4374,5
4375,15
4376,5
4377,17
4378,6
4379,2
4380,6
4381,14
4382,2
4383,1
4384,16
4385,1
4386,9
4387,2
4388,9
4389,11
4390,2
4391,2
4392,11
4393,2
4394,29
4395,5
4396,14
4397,17
4398,4
4399,2
4400,1
4401,11
4402,16
4403,6
4404,20
4405,13
4406,25
4407,2
4408,2
4409,16
4410,3
4411,2
4412,1
4413,2
4414,1
4415,25
4416,3
4417,2
4418,31
4419,1
4420,8
4421,2
4422,5
4423,4
4424,26
4425,4
4426,4
4427,4
4428,5
4429,15
4430,10
4431,2
4432,5
4433,27
4434,13
4435,25
4436,7
4437,8
4438,4
4439,10
4440,3
4441,11
4442,4
4443,6
4444,8
4445,5
4446,17
4447,1
4448,4
4449,3
4450,1
4451,2
4452,1
4453,15
4454,4
4455,5
4456,1
4457,29
4458,22
4459,8
4460,1
4461,4
4462,20
4463,3
4464,3
4465,3
4466,2
4467,13
4468,5
4469,5
4470,15
4471,8
4472,2
4473,10
4474,12
4475,16
4476,1
4477,2
4478,6
4479,6
4480,8
4481,2
4482,28
4483,6
4484,16
4485,7
4486,19
4487,16
4488,33
4489,8
4490,7
4491,8
4492,32
4493,7
4494,8
4495,5
4496,39
4497,7
4498,7
4499,1
4500,12
4501,4
4502,14
4503,10
4504,11
4505,12
4506,1
4507,4
4508,4
4509,8
4510,5
4511,25
4512,6
4513,1
4514,9
4515,24
4516,10
4517,9
4518,4
4519,7
4520,5
4521,15
4522,2
4523,17
4524,7
4525,3
4526,1
4527,3
4528,16
4529,18
4530,2
4531,1
4532,13
4533,4
4534,25
4535,2
4536,7
4537,26
4538,1
4539,10
4540,1
4541,7
4542,13
4543,6
4544,1
4545,1
4546,2
4547,5
4548,11
4549,10
4550,5
4551,3
4552,25
4553,11
4554,1
4555,3
4556,13
4557,2
4558,24
4559,2
4560,1
4561,11
4562,2
4563,6
4564,1
4565,2
4566,1
4567,12
4568,16
4569,4
4570,8
4571,10
4572,5
4573,5
4574,1
4575,6
4576,7
4577,32
4578,1
4579,15
4580,3
4581,5
4582,4
4583,8
4584,1
4585,8
4586,1
4587,2
4588,4
4589,6
4590,2
4591,2
4592,18
4593,11
4594,1
4595,3
4596,6
4597,6
4598,5
4599,3
4600,1
4601,19
4602,4
4603,3
4604,17
4605,9
4606,4
4607,8
4608,3
4609,1
4610,6
4611,4
4612,4
4613,6
4614,1
4615,16
4616,1
4617,5
4618,8
4619,13
4620,14
4621,1
4622,10
4623,10
4624,28
4625,8
4626,8
4627,7
4628,27
4629,6
4630,6
4631,10
4632,3
4633,16
4634,7
4635,2
4636,1
4637,11
4638,3
4639,10
4640,6
4641,1
4642,8
4643,3
4644,10
4645,4
4646,9
4647,1
4648,1
4649,13
4650,13
4651,27
4652,1
4653,21
4654,10
4655,7
4656,4
4657,10
4658,2
4659,20
4660,1
4661,4
4662,15
4663,2
4664,4
4665,3
4666,16
4667,10
4668,3
4669,12
4670,9
4671,13
4672,4
4673,1
4674,12
4675,1
4676,4
4677,16
4678,5
4679,13
4680,16
4681,1
4682,7
4683,2
4684,3
4685,10
4686,9
4687,6
4688,23
4689,1
4690,1
4691,6
4692,8
4693,12
4694,18
4695,5
4696,1
4697,26
4698,7
4699,1
4700,13
4701,7
4702,2
4703,5
4704,3
4705,1
4706,11
4707,6
4708,5
4709,10
4710,7
4711,15
4712,10
4713,7
4714,16
4715,8
4716,1
4717,1
4718,9
4719,2
4720,4
4721,35
4722,7
4723,3
4724,3
4725,12
4726,10
4727,6
4728,4
4729,12
4730,4
4731,6
4732,11
4733,9
4734,21
4735,1
4736,4
4737,3
4738,20
4739,6
4740,17
4741,4
4742,20
4743,4
4744,14
4745,1
4746,22
4747,1
4748,15
4749,16
4750,5
4751,9
4752,8
4753,5
4754,11
4755,2
4756,1
4757,6
4758,7
4759,3
4760,12
4761,5
4762,1
4763,7
4764,3
4765,1
4766,1
4767,4
4768,28
4769,1
4770,34
4771,5
4772,5
4773,21
4774,9
4775,15
4776,1
4777,2
4778,36
4779,3
4780,3
4781,3
4782,7
4783,3
4784,13
4785,1
4786,2
4787,10
4788,9
4789,15
4790,9
4791,6
4792,6
4793,4
4794,20
4795,14
4796,11
4797,2
4798,5
4799,1
4800,8
4801,1
4802,5
4803,6
4804,4
4805,2
4806,4
4807,3
4808,14
4809,16
4810,4
4811,25
4812,2
4813,8
4814,11
4815,14
4816,21
4817,31
4818,1
4819,5
4820,10
4821,8
4822,3
4823,16
4824,2
4825,4
4826,2
4827,22
4828,5
4829,1
4830,21
4831,4
4832,15
4833,13
4834,8
4835,1
4836,16
4837,2
4838,1
4839,7
4840,6
4841,6
4842,1
4843,14
4844,1
4845,1
4846,1
4847,25
4848,42
4849,1
4850,7
4851,3
4852,10
4853,2
4854,5
4855,16
4856,5
4857,13
4858,6
4859,5
4860,9
4861,7
4862,6
4863,10
4864,4
4865,16
4866,18
4867,13
4868,9
4869,2
4870,4
4871,13
4872,8
4873,3
4874,4
4875,1
4876,5
4877,2
4878,17
4879,6
4880,8
4881,13
4882,1
4883,21
4884,1
4885,2
4886,12
4887,11
4888,12
4889,2
4890,8
4891,5
4892,5
4893,8
4894,14
4895,1
4896,12
4897,2
4898,14
4899,26
4900,16
4901,1
4902,5
4903,3
4904,20
4905,16
4906,14
4907,8
4908,3
4909,6
4910,10
4911,1
4912,6
4913,2
4914,9
4915,10
4916,1
4917,1
4918,6
4919,17
4920,1
4921,6
4922,3
4923,2
4924,51
4925,2
4926,4
4927,2
4928,20
4929,5
4930,3
4931,4
4932,2
4933,2
4934,14
4935,4
4936,12
4937,9
4938,12
4939,3
4940,4
4941,2
4942,5
4943,1
4944,3
4945,7
4946,6
4947,1
4948,2
4949,1
4950,1
4951,2
4952,10
4953,13
4954,27
4955,1
4956,1
4957,8
4958,1
4959,14
4960,5
4961,1
4962,3
4963,15
4964,2
4965,9
4966,6
4967,23
4968,10
4969,6
4970,2
4971,13
4972,6
4973,8
4974,1
4975,7
4976,12
4977,29
4978,3
4979,20
4980,12
4981,20
4982,5
4983,3
4984,8
4985,1
4986,9
4987,3
4988,13
4989,20
4990,14
4991,5
4992,9
4993,8
4994,7
4995,1
4996,7
4997,4
4998,5
4999,7
5000,3
5001,8
5002,6
5003,13
5004,29
5005,1
5006,4
5007,11
5008,5
5009,2
5010,3
5011,1
5012,2
5013,8
5014,3
5015,24
5016,6
5017,7
5018,2
5019,4
5020,8
5021,14
5022,7
5023,12
5024,16
5025,7
5026,1
5027,1
5028,5
5029,15
5030,18
5031,2
5032,5
5033,1
5034,3
5035,2
5036,5
5037,6
5038,19
5039,12
5040,9
5041,10
5042,7
5043,17
5044,6
5045,2
5046,5
5047,20
5048,1
5049,1
5050,3
5051,8
5052,1
5053,18
5054,25
5055,23
5056,4
5057,18
5058,3
5059,11
5060,8
5061,2
5062,8
5063,1
5064,15
5065,4
5066,5
5067,8
5068,2
5069,9
5070,9
5071,10
5072,2
5073,1
5074,13
5075,12
5076,20
5077,4
5078,12
5079,2
5080,8
5081,5
5082,4
5083,9
5084,4
5085,1
5086,8
5087,4
5088,4
5089,1
5090,10
5091,1
5092,3
5093,9
5094,7
5095,29
5096,8
5097,18
5098,1
5099,8
5100,1
5101,14
5102,13
5103,19
5104,11
5105,3
5106,12
5107,6
5108,1
5109,3
5110,15
5111,10
5112,1
5113,2
5114,2
5115,8
5116,11
5117,2
5118,17
5119,5
5120,5
5121,7
5122,4
5123,4
5124,8
5125,1
5126,2
5127,1
5128,4
5129,2
5130,10
5131,2
5132,3
5133,2
5134,9
5135,5
5136,10
5137,4
5138,4
5139,15
5140,3
5141,22
5142,11
5143,6
5144,1
5145,5
5146,2
5147,10
5148,12
5149,11
5150,1
5151,5
5152,3
5153,12
5154,2
5155,2
5156,8
5157,7
5158,2
5159,2
5160,2
5161,1
5162,4
5163,4
5164,6
5165,3
5166,17
5167,8
5168,1
5169,10
5170,8
5171,2
5172,2
5173,1
5174,2
5175,2
5176,18
5177,7
5178,5
5179,9
5180,1
5181,4
5182,12
5183,2
5184,2
5185,25
5186,4
5187,2
5188,11
5189,8
5190,6
5191,8
5192,3
5193,4
5194,12
5195,21
5196,15
5197,3
5198,3
5199,10
5200,2
5201,10
5202,13
5203,11
5204,5
5205,9
5206,3
5207,7
5208,7
5209,7
5210,5
5211,1
5212,10
5213,7
5214,1
5215,2
5216,4
5217,11
5218,15
5219,6
5220,5
5221,9
5222,6
5223,5
5224,14
5225,1
5226,3
5227,3
5228,4
5229,7
5230,5
5231,1
5232,18
5233,6
5234,1
5235,1
5236,5
5237,16
5238,1
5239,17
5240,2
5241,3
5242,5
5243,7
5244,4
5245,11
5246,8
5247,1
5248,9
5249,10
5250,1
5251,4
5252,1
5253,1
5254,1
5255,3
5256,21
5257,3
5258,6
5259,1
5260,5
5261,18
5262,9
5263,3
5264,5
5265,7
5266,12
5267,2
5268,3
5269,44
5270,1
5271,13
5272,4
5273,1
5274,10
5275,19
5276,2
5277,1
5278,11
5279,1
5280,4
5281,15
5282,32
5283,9
5284,2
5285,8
5286,1
5287,9
5288,5
5289,3
5290,2
5291,3
5292,7
5293,13
5294,7
5295,1
5296,4
5297,12
5298,2
5299,11
5300,51
5301,3
5302,8
5303,6
5304,2
5305,11
5306,3
5307,9
5308,8
5309,3
5310,6
5311,18
5312,15
5313,15
5314,4
5315,5
5316,8
5317,17
5318,9
5319,9
5320,12
5321,1
5322,14
5323,14
5324,4
5325,4
5326,2
5327,6
5328,2
5329,15
5330,1
5331,1
5332,21
5333,12
5334,10
5335,4
5336,5
5337,1
5338,12
5339,20
5340,4
5341,4
5342,6
5343,4
5344,8
5345,1
5346,6
5347,11
5348,9
5349,14
5350,1
5351,9
5352,9
5353,11
5354,2
5355,12
5356,13
5357,2
5358,4
5359,2
5360,1
5361,9
5362,5
5363,7
5364,10
5365,14
5366,6
5367,7
5368,41
5369,2
5370,16
5371,2
5372,12
5373,4
5374,5
5375,2
5376,4
5377,15
5378,14
5379,11
5380,10
5381,28
5382,12
5383,12
5384,10
5385,18
5386,6
5387,4
5388,3
5389,6
5390,7
5391,2
5392,20
5393,3
5394,4
5395,19
5396,2
5397,1
5398,4
5399,5
5400,22
5401,10
5402,4
5403,17
5404,20
5405,4
5406,5
5407,16
5408,4
5409,12
5410,10
5411,1
5412,10
5413,4
5414,1
5415,11
5416,16
5417,7
5418,3
5419,10
5420,1
5421,11
5422,5
5423,2
5424,18
5425,9
5426,6
5427,3
5428,5
5429,6
5430,16
5431,13
5432,1
5433,3
5434,6
5435,7
5436,11
5437,4
5438,2
5439,2
5440,1
5441,22
5442,18
5443,1
5444,14
5445,1
5446,9
5447,3
5448,1
5449,11
5450,2
5451,2
5452,6
5453,13
5454,7
5455,6
5456,11
5457,12
5458,3
5459,15
5460,1
5461,4
5462,6
5463,2
5464,21
5465,12
5466,7
5467,6
5468,2
5469,25
5470,4
5471,5
5472,2
5473,4
5474,8
5475,1
5476,3
5477,9
5478,8
5479,5
5480,26
5481,3
5482,22
5483,2
5484,9
5485,16
5486,2
5487,3
5488,5
5489,5
5490,4
5491,13
5492,1
5493,14
5494,7
5495,9
5496,20
5497,14
5498,4
5499,2
5500,15
5501,16
5502,5
5503,8
5504,1
5505,1
5506,6
5507,28
5508,4
5509,6
5510,2
5511,5
5512,1
5513,22
5514,16
5515,9
5516,23
5517,8
5518,7
5519,8
5520,22
5521,6
5522,3
5523,7
5524,2
5525,14
5526,12
5527,5
5528,7
5529,15
5530,9
5531,3
5532,6
5533,9
5534,2
5535,29
5536,10
5537,3
5538,9
5539,7
5540,9
5541,10
5542,8
5543,4
5544,12
5545,20
5546,4
5547,6
5548,6
5549,3
5550,2
5551,7
5552,5
5553,30
5554,5
5555,8
5556,2
5557,8
5558,4
5559,31
5560,3
5561,14
5562,6
5563,1
5564,7
5565,11
5566,13
5567,11
5568,13
5569,14
5570,5
5571,7
5572,34
5573,2
5574,18
5575,4
5576,16
5577,18
5578,12
5579,2
5580,5
5581,13
5582,7
5583,6
5584,2
5585,4
5586,3
5587,9
5588,8
5589,2
5590,24
5591,13
5592,2
5593,5
5594,11
5595,1
5596,2
5597,5
5598,12
5599,3
5600,4
5601,34
5602,19
5603,14
5604,14
5605,3
5606,5
5607,13
5608,4
5609,12
5610,4
5611,1
5612,25
5613,6
5614,9
5615,1
5616,3
5617,4
5618,24
5619,4
5620,18
5621,13
5622,18
5623,9
5624,6
5625,3
5626,1
5627,10
5628,6
5629,1
5630,7
5631,2
5632,2
5633,1
5634,20
5635,22
5636,6
5637,4
5638,1
5639,16
5640,2
5641,13
5642,6
5643,14
5644,11
5645,21
5646,13
5647,17
5648,4
5649,2
5650,3
5651,3
5652,16
5653,2
5654,14
5655,3
5656,9
5657,10
5658,8
5659,10
5660,3
5661,5
5662,3
5663,19
5664,19
5665,7
5666,11
5667,13
5668,16
5669,1
5670,7
5671,6
5672,8
5673,5
5674,7
5675,11
5676,4
5677,10
5678,6
5679,14
5680,3
5681,4
5682,19
5683,1
5684,8
5685,6
5686,1
5687,6
5688,5
5689,4
5690,9
5691,6
5692,17
5693,2
5694,1
5695,14
5696,38
5697,11
5698,2
5699,13
5700,10
5701,10
5702,31
5703,4
5704,22
5705,10
5706,6
5707,17
5708,2
5709,9
5710,31
5711,3
5712,4
5713,1
5714,7
5715,5
5716,17
5717,3
5718,8
5719,1
5720,3
5721,3
5722,6
5723,1
5724,5
5725,7
5726,3
5727,12
5728,14
5729,13
5730,17
5731,5
5732,16
5733,6
5734,16
5735,33
5736,2
5737,3
5738,1
5739,7
5740,9
5741,7
5742,4
5743,5
5744,10
5745,5
5746,14
5747,6
5748,7
5749,1
5750,6
5751,8
5752,1
5753,15
5754,2
5755,4
5756,6
5757,2
5758,1
5759,7
5760,7
5761,1
5762,3
5763,8
5764,5
5765,21
5766,3
5767,9
5768,1
5769,12
5770,8
5771,14
5772,10
5773,2
5774,7
5775,4
5776,4
5777,18
5778,5
5779,40
5780,5
5781,2
5782,20
5783,6
5784,6
5785,27
5786,10
5787,20
5788,5
5789,3
5790,1
5791,5
5792,7
