seed,step
5793,12
5794,5
5795,12
5796,14
5797,7
5798,2
5799,2
5800,1
5801,11
5802,3
5803,1
5804,4
5805,4
5806,2
5807,2
5808,11
5809,3
5810,36
5811,10
5812,3
5813,7
5814,2
5815,23
5816,1
5817,1
5818,5
5819,17
5820,17
5821,1
5822,1
5823,3
5824,1
5825,12
5826,4
5827,8
5828,2
5829,2
5830,20
5831,7
5832,7
5833,8
5834,12
5835,4
5836,2
5837,4
5838,4
5839,1
5840,13
5841,3
5842,7
5843,2
5844,3
5845,6
5846,30
5847,2
5848,3
5849,5
5850,15
5851,3
5852,16
5853,7
5854,9
5855,1
5856,8
5857,4
5858,2
5859,10
5860,5
5861,13
5862,5
5863,5
5864,8
5865,12
5866,6
5867,3
5868,20
5869,2
5870,5
5871,20
5872,16
5873,6
5874,5
5875,8
5876,5
5877,8
5878,8
5879,2
5880,18
5881,6
5882,4
5883,4
5884,5
5885,10
5886,5
5887,12
5888,3
5889,17
5890,9
5891,2
5892,5
5893,5
5894,1
5895,4
5896,6
5897,1
5898,5
5899,4
5900,28
5901,51
5902,3
5903,3
5904,8
5905,6
5906,6
5907,10
5908,15
5909,2
5910,1
5911,4
5912,2
5913,6
5914,14
5915,7
5916,8
5917,3
5918,16
5919,12
5920,11
5921,5
5922,20
5923,7
5924,2
5925,6
5926,15
5927,4
5928,9
5929,7
5930,16
5931,10
5932,2
5933,4
5934,19
5935,11
5936,3
5937,1
5938,17
5939,12
5940,4
5941,1
5942,8
5943,16
5944,12
5945,7
5946,2
5947,2
5948,5
5949,5
5950,21
5951,9
5952,2
5953,26
5954,3
5955,8
5956,2
5957,9
5958,5
5959,10
5960,3
5961,4
5962,23
5963,3
5964,10
5965,6
5966,18
5967,2
5968,20
5969,1
5970,5
5971,12
5972,5
5973,18
5974,14
5975,1
5976,8
5977,4
5978,5
5979,20
5980,9
5981,2
5982,13
5983,6
5984,7
5985,10
5986,7
5987,13
5988,7
5989,2
5990,8
5991,1
5992,10
5993,10
5994,9
5995,8
5996,9
5997,19
5998,12
5999,2
6000,6
6001,28
6002,5
6003,4
6004,1
6005,4
6006,12
6007,6
6008,17
6009,3
6010,12
6011,24
6012,3
6013,8
6014,16
6015,4
6016,4
6017,2
6018,5
6019,11
6020,17
6021,1
6022,8
6023,2
6024,10
6025,2
6026,4
6027,2
6028,1
6029,14
6030,3
6031,4
6032,2
6033,15
6034,1
6035,10
6036,4
6037,1
6038,19
6039,12
6040,24
6041,2
6042,1
6043,8
6044,10
6045,5
6046,15
6047,3
6048,4
6049,17
6050,7
6051,2
6052,3
6053,1
6054,20
6055,4
6056,3
6057,14
6058,1
6059,17
6060,3
6061,1
6062,9
6063,1
6064,14
6065,9
6066,1
6067,1
6068,2
6069,3
6070,5
6071,5
6072,9
6073,2
6074,6
6075,15
6076,14
6077,4
6078,7
6079,4
6080,6
6081,4
6082,39
6083,8
6084,9
6085,2
6086,1
6087,1
6088,8
6089,33
6090,2
6091,2
6092,3
6093,1
6094,2
6095,9
6096,4
6097,8
6098,3
6099,1
6100,8
6101,22
6102,8
6103,7
6104,11
6105,24
6106,3
6107,2
6108,6
6109,19
6110,5
6111,2
6112,1
6113,3
6114,2
6115,2
6116,5
6117,1
6118,2
6119,18
6120,12
6121,15
6122,2
6123,18
6124,4
6125,6
6126,1
6127,8
6128,15
6129,2
6130,4
6131,12
6132,14
6133,5
6134,1
6135,1
6136,3
6137,4
6138,18
6139,4
6140,13
6141,7
6142,1
6143,1
6144,6
6145,1
6146,2
6147,2
6148,5
6149,2
6150,13
6151,11
6152,5
6153,7
6154,7
6155,2
6156,5
6157,18
6158,9
6159,3
6160,37
6161,3
6162,20
6163,2
6164,1
6165,10
6166,11
6167,2
6168,6
6169,8
6170,8
6171,10
6172,3
6173,9
6174,11
6175,13
6176,9
6177,12
6178,4
6179,3
6180,6
6181,3
6182,9
6183,13
6184,2
6185,9
6186,9
6187,3
6188,30
6189,1
6190,6
6191,9
6192,9
6193,6
6194,17
6195,4
6196,19
6197,3
6198,5
6199,11
6200,3
6201,3
6202,8
6203,3
6204,11
6205,10
6206,6
6207,28
6208,18
6209,17
6210,7
6211,2
6212,4
6213,3
6214,6
6215,18
6216,3
6217,4
6218,2
6219,12
6220,1
6221,9
6222,10
6223,2
6224,20
6225,19
6226,9
6227,1
6228,12
6229,24
6230,11
6231,31
6232,3
6233,17
6234,18
6235,2
6236,7
6237,4
6238,4
6239,4
6240,4
6241,4
6242,18
6243,3
6244,1
6245,2
6246,3
6247,19
6248,2
6249,1
6250,5
6251,9
6252,15
6253,8
6254,10
6255,10
6256,31
6257,11
6258,23
6259,7
6260,1
6261,2
6262,4
6263,3
6264,8
6265,3
6266,8
6267,19
6268,3
6269,7
6270,14
6271,11
6272,12
6273,2
6274,26
6275,2
6276,10
6277,16
6278,12
6279,26
6280,2
6281,3
6282,7
6283,5
6284,8
6285,5
6286,16
6287,3
6288,9
6289,2
6290,6
6291,3
6292,5
6293,5
6294,5
6295,24
6296,6
6297,1
6298,2
6299,13
6300,9
6301,25
6302,2
6303,6
6304,15
6305,4
6306,1
6307,2
6308,17
6309,8
6310,1
6311,7
6312,9
6313,17
6314,6
6315,7
6316,1
6317,11
6318,3
6319,20
6320,6
6321,1
6322,1
6323,7
6324,5
6325,17
6326,12
6327,26
6328,4
6329,6
6330,4
6331,1
6332,3
6333,11
6334,3
6335,9
6336,11
6337,2
6338,8
6339,1
6340,3
6341,1
6342,4
6343,20
6344,1
6345,1
6346,1
6347,2
6348,30
6349,7
6350,7
6351,6
6352,11
6353,9
6354,12
6355,7
6356,15
6357,3
6358,2
6359,21
6360,50
6361,3
6362,2
6363,2
6364,2
6365,3
6366,9
6367,8
6368,17
6369,14
6370,3
6371,10
6372,1
6373,3
6374,4
6375,14
6376,6
6377,2
6378,13
6379,10
6380,18
6381,25
6382,1
6383,9
6384,15
6385,13
6386,24
6387,1
6388,5
6389,2
6390,12
6391,4
6392,26
6393,21
6394,25
6395,6
6396,2
6397,26
6398,19
6399,4
6400,12
6401,8
6402,21
6403,11
6404,5
6405,4
6406,4
6407,2
6408,4
6409,2
6410,11
6411,25
6412,4
6413,32
6414,8
6415,6
6416,11
6417,1
6418,7
6419,19
6420,4
6421,11
6422,3
6423,6
6424,1
6425,6
6426,6
6427,22
6428,8
6429,9
6430,27
6431,42
6432,5
6433,12
6434,8
6435,6
6436,4
6437,6
6438,2
6439,5
6440,3
6441,33
6442,4
6443,3
6444,1
6445,5
6446,12
6447,3
6448,5
6449,2
6450,1
6451,1
6452,1
6453,15
6454,7
6455,4
6456,5
6457,1
6458,5
6459,7
6460,27
6461,5
6462,4
6463,15
6464,2
6465,6
6466,23
6467,1
6468,9
6469,36
6470,2
6471,1
6472,9
6473,16
6474,18
6475,8
6476,12
6477,3
6478,5
6479,3
6480,1
6481,22
6482,8
6483,3
6484,1
6485,12
6486,10
6487,9
6488,5
6489,7
6490,15
6491,6
6492,2
6493,5
6494,19
6495,13
6496,6
6497,12
6498,15
6499,21
6500,5
6501,12
6502,1
6503,13
6504,3
6505,2
6506,27
6507,6
6508,12
6509,17
6510,11
6511,25
6512,1
6513,17
6514,19
6515,11
6516,2
6517,3
6518,4
6519,6
6520,4
6521,7
6522,1
6523,3
6524,1
6525,5
6526,6
6527,1
6528,21
6529,5
6530,2
6531,20
6532,3
6533,10
6534,4
6535,15
6536,3
6537,9
6538,1
6539,6
6540,13
6541,14
6542,8
6543,10
6544,6
6545,23
6546,1
6547,17
6548,2
6549,2
6550,4
6551,1
6552,14
6553,23
6554,11
6555,2
6556,4
6557,2
6558,15
6559,2
6560,11
6561,1
6562,16
6563,12
6564,1
6565,11
6566,3
6567,20
6568,8
6569,22
6570,4
6571,12
6572,8
6573,6
6574,9
6575,5
6576,12
6577,6
6578,2
6579,19
6580,19
6581,6
6582,24
6583,2
6584,3
6585,1
6586,23
6587,10
6588,8
6589,17
6590,2
6591,3
6592,9
6593,9
6594,21
6595,2
6596,12
6597,5
6598,7
6599,9
6600,1
6601,3
6602,5
6603,21
6604,3
6605,7
6606,4
6607,2
6608,20
6609,3
6610,3
6611,11
6612,13
6613,6
6614,3
6615,1
6616,11
6617,21
6618,2
6619,1
6620,2
6621,13
6622,6
6623,15
6624,16
6625,19
6626,3
6627,15
6628,2
6629,16
6630,4
6631,2
6632,2
6633,3
6634,10
6635,8
6636,12
6637,4
6638,3
6639,6
6640,4
6641,8
6642,7
6643,10
6644,5
6645,2
6646,15
6647,23
6648,15
6649,3
6650,4
6651,1
6652,16
6653,7
6654,7
6655,2
6656,11
6657,6
6658,5
6659,4
6660,2
6661,20
6662,20
6663,4
6664,5
6665,2
6666,4
6667,19
6668,4
6669,2
6670,12
6671,3
6672,4
6673,6
6674,4
6675,4
6676,7
6677,2
6678,2
6679,4
6680,17
6681,28
6682,9
6683,18
6684,3
6685,5
6686,11
6687,9
6688,12
6689,10
6690,10
6691,6
6692,12
6693,1
6694,8
6695,9
6696,14
6697,5
6698,4
6699,6
6700,1
6701,32
6702,8
6703,30
6704,9
6705,3
6706,8
6707,2
6708,4
6709,2
6710,7
6711,10
6712,22
6713,12
6714,3
6715,5
6716,15
6717,3
6718,6
6719,1
6720,2
6721,3
6722,5
6723,6
6724,3
6725,14
6726,2
6727,1
6728,15
6729,2
6730,3
6731,1
6732,16
6733,15
6734,34
6735,6
6736,12
6737,5
6738,4
6739,1
6740,12
6741,12
6742,10
6743,19
6744,6
6745,5
6746,2
6747,1
6748,28
6749,4
6750,2
6751,11
6752,2
6753,8
6754,2
6755,2
6756,23
6757,9
6758,4
6759,3
6760,2
6761,27
6762,22
6763,4
6764,28
6765,2
6766,3
6767,10
6768,11
6769,3
6770,7
6771,1
6772,3
6773,7
6774,1
6775,4
6776,2
6777,2
6778,6
6779,1
6780,5
6781,2
6782,2
6783,22
6784,9
6785,4
6786,2
6787,3
6788,15
6789,17
6790,1
6791,2
6792,3
6793,5
6794,6
6795,4
6796,6
6797,2
6798,33
6799,2
6800,3
6801,7
6802,12
6803,6
6804,6
6805,3
6806,6
6807,4
6808,6
6809,7
6810,1
6811,3
6812,8
6813,15
6814,1
6815,2
6816,6
6817,2
6818,13
6819,3
6820,1
6821,9
6822,5
6823,3
6824,1
6825,16
6826,12
6827,18
6828,4
6829,11
6830,2
6831,6
6832,1
6833,10
6834,9
6835,4
6836,2
6837,6
6838,6
6839,9
6840,18
6841,5
6842,2
6843,10
6844,8
6845,3
6846,1
6847,1
6848,10
6849,4
6850,5
6851,29
6852,24
6853,36
6854,14
6855,5
6856,19
6857,11
6858,10
6859,4
6860,3
6861,2
6862,3
6863,10
6864,1
6865,1
6866,4
6867,3
6868,1
6869,11
6870,1
6871,3
6872,6
6873,38
6874,4
6875,8
6876,1
6877,4
6878,16
6879,5
6880,2
6881,2
6882,4
6883,15
6884,11
6885,6
6886,5
6887,4
6888,1
6889,3
6890,3
6891,10
6892,25
6893,5
6894,8
6895,19
6896,6
6897,4
6898,9
6899,6
6900,8
6901,8
6902,11
6903,1
6904,14
6905,3
6906,7
6907,15
6908,6
6909,4
6910,4
6911,3
6912,4
6913,19
6914,1
6915,2
6916,7
6917,14
6918,4
6919,12
6920,15
6921,1
6922,25
6923,7
6924,8
6925,7
6926,10
6927,7
6928,3
6929,23
6930,6
6931,18
6932,1
6933,7
6934,8
6935,3
6936,4
6937,10
6938,9
6939,4
6940,8
6941,15
6942,7
6943,1
6944,4
6945,16
6946,9
6947,12
6948,2
6949,13
6950,6
6951,8
6952,6
6953,12
6954,4
6955,8
6956,18
6957,1
6958,1
6959,12
6960,9
6961,40
6962,13
6963,7
6964,5
6965,1
6966,9
6967,3
6968,12
6969,3
6970,5
6971,6
6972,6
6973,18
6974,5
6975,10
6976,3
6977,22
6978,10
6979,15
6980,9
6981,9
6982,2
6983,25
6984,8
6985,2
6986,5
6987,9
6988,2
6989,36
6990,10
6991,1
6992,11
6993,5
6994,1
6995,4
6996,11
6997,2
6998,3
6999,3
7000,10
7001,8
7002,12
7003,15
7004,3
7005,17
7006,12
7007,8
7008,2
7009,12
7010,39
7011,28
7012,11
7013,3
7014,5
7015,7
7016,1
7017,1
7018,6
7019,3
7020,13
7021,40
7022,2
7023,12
7024,1
7025,2
7026,5
7027,2
7028,12
7029,22
7030,10
7031,5
7032,30
7033,29
7034,8
7035,8
7036,1
7037,2
7038,13
7039,15
7040,35
7041,5
7042,9
7043,6
7044,1
7045,6
7046,2
7047,2
7048,15
7049,12
7050,21
7051,21
7052,8
7053,8
7054,3
7055,6
7056,2
7057,1
7058,8
7059,8
7060,6
7061,22
7062,9
7063,5
7064,7
7065,1
7066,4
7067,6
7068,9
7069,20
7070,10
7071,1
7072,2
7073,5
7074,1
7075,2
7076,13
7077,5
7078,1
7079,8
7080,6
7081,17
7082,4
7083,1
7084,38
7085,9
7086,10
7087,13
7088,16
7089,5
7090,33
7091,1
7092,12
7093,1
7094,27
7095,3
7096,1
7097,2
7098,3
7099,4
7100,5
7101,22
7102,23
7103,19
7104,1
7105,4
7106,9
7107,1
7108,22
7109,6
7110,16
7111,1
7112,5
7113,17
7114,3
7115,2
7116,1
7117,6
7118,11
7119,1
7120,2
7121,1
7122,4
7123,18
7124,2
7125,2
7126,6
7127,8
7128,3
7129,7
7130,21
7131,30
7132,8
7133,1
7134,7
7135,3
7136,10
7137,9
7138,11
7139,5
7140,1
7141,22
7142,5
7143,2
7144,3
7145,3
7146,49
7147,2
7148,8
7149,18
7150,11
7151,10
7152,9
7153,28
7154,9
7155,10
7156,6
7157,20
7158,10
7159,1
7160,11
7161,5
7162,4
7163,10
7164,10
7165,8
7166,2
7167,20
7168,6
7169,22
7170,13
7171,6
7172,4
7173,9
7174,6
7175,4
7176,4
7177,8
7178,2
7179,8
7180,4
7181,22
7182,22
7183,3
7184,1
7185,24
7186,16
7187,7
7188,3
7189,7
7190,19
7191,11
7192,24
7193,18
7194,9
7195,15
7196,3
7197,10
7198,15
7199,2
7200,3
7201,12
7202,20
7203,3
7204,23
7205,1
7206,8
7207,5
7208,1
7209,6
7210,1
7211,6
7212,8
7213,3
7214,5
7215,4
7216,1
7217,7
7218,31
7219,2
7220,7
7221,7
7222,2
7223,3
7224,4
7225,6
7226,3
7227,14
7228,5
7229,7
7230,5
7231,8
7232,1
7233,5
7234,7
7235,2
7236,20
7237,2
7238,3
7239,2
7240,10
7241,5
7242,2
7243,12
7244,4
7245,12
7246,2
7247,10
7248,7
7249,4
7250,16
7251,7
7252,4
7253,4
7254,9
7255,1
7256,13
7257,5
7258,2
7259,4
7260,7
7261,4
7262,1
7263,9
7264,3
7265,2
7266,5
7267,4
7268,1
7269,15
7270,6
7271,6
7272,1
7273,2
7274,27
7275,10
7276,15
7277,11
7278,10
7279,10
7280,2
7281,1
7282,4
7283,10
7284,7
7285,5
7286,15
7287,2
7288,14
7289,5
7290,1
7291,31
7292,4
7293,16
7294,14
7295,3
7296,5
7297,13
7298,25
7299,2
7300,13
7301,5
7302,6
7303,1
7304,5
7305,17
7306,14
7307,8
7308,2
7309,17
7310,5
7311,8
7312,3
7313,2
7314,11
7315,22
7316,4
7317,1
7318,1
7319,3
7320,14
7321,15
7322,6
7323,14
7324,5
7325,1
7326,1
7327,12
7328,10
7329,5
7330,6
7331,6
7332,1
7333,7
7334,1
7335,2
7336,3
7337,29
7338,1
7339,6
7340,10
7341,1
7342,1
7343,27
7344,2
7345,6
7346,2
7347,9
7348,1
7349,31
7350,13
7351,1
7352,27
7353,1
7354,3
7355,12
7356,3
7357,22
7358,15
7359,3
7360,6
7361,9
7362,2
7363,5
7364,2
7365,5
7366,21
7367,3
7368,2
7369,2
7370,25
7371,5
7372,9
7373,2
7374,2
7375,1
7376,16
7377,10
7378,2
7379,3
7380,6
7381,5
7382,2
7383,1
7384,7
7385,21
7386,3
7387,8
7388,5
7389,7
7390,6
7391,15
7392,7
7393,11
7394,13
7395,7
7396,15
7397,1
7398,17
7399,4
7400,15
7401,2
7402,17
7403,6
7404,8
7405,2
7406,4
7407,18
7408,2
7409,9
7410,4
7411,17
7412,6
7413,4
7414,24
7415,1
7416,12
7417,2
7418,2
7419,1
7420,18
7421,2
7422,6
7423,4
7424,4
7425,5
7426,17
7427,7
7428,12
7429,15
7430,5
7431,4
7432,18
7433,20
7434,13
7435,11
7436,2
7437,7
7438,18
7439,2
7440,7
7441,11
7442,7
7443,28
7444,7
7445,13
7446,12
7447,4
7448,22
7449,2
7450,1
7451,6
7452,4
7453,30
7454,3
7455,8
7456,1
7457,5
7458,9
7459,7
7460,7
7461,4
7462,4
7463,5
7464,5
7465,9
7466,1
7467,22
7468,1
7469,4
7470,2
7471,2
7472,8
7473,1
7474,2
7475,2
7476,12
7477,2
7478,14
7479,8
7480,7
7481,27
7482,3
7483,3
7484,8
7485,5
7486,16
7487,10
7488,12
7489,8
7490,9
7491,22
7492,14
7493,2
7494,8
7495,1
7496,5
7497,1
7498,4
7499,6
7500,4
7501,1
7502,1
7503,8
7504,4
7505,14
7506,25
7507,7
7508,5
7509,7
7510,1
7511,7
7512,5
7513,13
7514,7
7515,3
7516,9
7517,5
7518,15
7519,12
7520,2
7521,23
7522,5
7523,6
7524,11
7525,11
7526,17
7527,9
7528,11
7529,18
7530,2
7531,3
7532,9
7533,6
7534,1
7535,31
7536,7
7537,1
7538,5
7539,1
7540,6
7541,5
7542,1
7543,2
7544,1
7545,7
7546,10
7547,13
7548,4
7549,22
7550,13
7551,1
7552,1
7553,7
7554,7
7555,6
7556,10
7557,10
7558,2
7559,3
7560,21
7561,6
7562,11
7563,3
7564,20
7565,9
7566,14
7567,2
7568,12
7569,7
7570,4
7571,1
7572,1
7573,2
7574,5
7575,28
7576,7
7577,6
7578,7
7579,9
7580,23
7581,32
7582,1
7583,17
7584,1
7585,5
7586,4
7587,4
7588,1
7589,2
7590,10
7591,6
7592,2
7593,16
7594,22
7595,4
7596,6
7597,1
7598,12
7599,5
7600,2
7601,4
7602,12
7603,1
7604,22
7605,4
7606,4
7607,10
7608,2
7609,4
7610,3
7611,17
7612,2
7613,3
7614,6
7615,1
7616,9
7617,12
7618,1
7619,2
7620,16
7621,20
7622,13
7623,41
7624,2
7625,12
7626,9
7627,5
7628,3
7629,8
7630,1
7631,13
7632,2
7633,51
7634,1
7635,6
7636,11
7637,15
7638,7
7639,2
7640,4
7641,1
7642,12
7643,1
7644,11
7645,5
7646,4
7647,10
7648,27
7649,8
7650,5
7651,1
7652,2
7653,1
7654,1
7655,5
7656,7
7657,19
7658,5
7659,7
7660,9
7661,6
7662,6
7663,16
7664,3
7665,4
7666,11
7667,9
7668,10
7669,27
7670,10
7671,3
7672,1
7673,3
7674,1
7675,1
7676,3
7677,6
7678,8
7679,3
7680,1
7681,1
7682,2
7683,5
7684,5
7685,7
7686,2
7687,11
7688,10
7689,7
7690,11
7691,4
7692,18
7693,14
7694,12
7695,12
7696,9
7697,26
7698,10
7699,26
7700,32
7701,6
7702,4
7703,4
7704,6
7705,7
7706,11
7707,11
7708,6
7709,22
7710,9
7711,1
7712,1
7713,14
7714,2
7715,23
7716,4
7717,4
7718,33
7719,6
7720,15
7721,2
7722,11
7723,1
7724,14
7725,6
7726,5
7727,11
7728,2
7729,6
7730,2
7731,19
7732,19
7733,8
7734,10
7735,3
7736,1
7737,1
7738,4
7739,9
7740,4
7741,1
7742,22
7743,2
7744,4
7745,8
7746,1
7747,8
7748,8
7749,7
7750,1
7751,3
7752,1
7753,9
7754,5
7755,14
7756,1
7757,5
7758,9
7759,6
7760,4
7761,9
7762,14
7763,11
7764,4
7765,2
7766,6
7767,11
7768,9
7769,4
7770,10
7771,20
7772,2
7773,2
7774,10
7775,5
7776,8
7777,1
7778,3
7779,32
7780,16
7781,2
7782,20
7783,2
7784,7
7785,7
7786,1
7787,31
7788,10
7789,7
7790,10
7791,41
7792,14
7793,23
7794,20
7795,4
7796,6
7797,15
7798,5
7799,4
7800,17
7801,2
7802,1
7803,1
7804,9
7805,2
7806,46
7807,5
7808,4
7809,10
7810,3
7811,7
7812,9
7813,13
7814,1
7815,7
7816,6
7817,9
7818,13
7819,1
7820,16
7821,10
7822,5
7823,15
7824,7
7825,4
7826,16
7827,9
7828,2
7829,18
7830,6
7831,1
7832,5
7833,1
7834,3
7835,15
7836,2
7837,1
7838,1
7839,1
7840,12
7841,14
7842,9
7843,6
7844,23
7845,1
7846,15
7847,4
7848,4
7849,3
7850,10
7851,7
7852,1
7853,8
7854,2
7855,11
7856,1
7857,14
7858,22
7859,2
7860,17
7861,2
7862,2
7863,11
7864,6
7865,8
7866,1
7867,3
7868,9
7869,4
7870,12
7871,1
7872,12
7873,1
7874,5
7875,4
7876,5
7877,40
7878,3
7879,5
7880,2
7881,4
7882,13
7883,2
7884,5
7885,3
7886,7
7887,14
7888,22
7889,11
7890,2
7891,11
7892,22
7893,2
7894,1
7895,3
7896,4
7897,1
7898,11
7899,2
7900,8
7901,9
7902,1
7903,7
7904,8
7905,17
7906,7
7907,1
7908,5
7909,12
7910,11
7911,18
7912,8
7913,15
7914,2
7915,15
7916,4
7917,2
7918,3
7919,1
7920,1
7921,13
7922,3
7923,2
7924,3
7925,8
7926,1
7927,25
7928,3
7929,7
7930,2
7931,7
7932,3
7933,8
7934,2
7935,1
7936,9
7937,9
7938,7
7939,1
7940,15
7941,3
7942,1
7943,3
7944,5
7945,1
7946,4
7947,8
7948,30
7949,12
7950,1
7951,2
7952,7
7953,13
7954,5
7955,24
7956,3
7957,5
7958,13
7959,1
7960,5
7961,14
7962,9
7963,27
7964,3
7965,2
7966,14
7967,7
7968,2
7969,4
7970,4
7971,4
7972,18
7973,3
7974,7
7975,5
7976,6
7977,25
7978,4
7979,1
7980,7
7981,2
7982,1
7983,1
7984,1
7985,2
7986,15
7987,14
7988,11
7989,1
7990,1
7991,7
7992,5
7993,6
7994,3
7995,2
7996,3
7997,1
7998,6
7999,8
8000,1
8001,13
8002,1
8003,15
8004,7
8005,47
8006,6
8007,17
8008,8
8009,38
8010,1
8011,34
8012,16
8013,3
8014,10
8015,13
8016,3
8017,4
8018,5
8019,1
8020,11
8021,20
8022,13
8023,3
8024,5
8025,4
8026,33
8027,13
8028,1
8029,4
8030,5
8031,4
8032,6
8033,4
8034,31
8035,28
8036,21
8037,4
8038,8
8039,6
8040,15
8041,4
8042,6
8043,5
8044,15
8045,3
8046,4
8047,2
8048,3
8049,1
8050,11
8051,2
8052,3
8053,8
8054,3
8055,4
8056,10
8057,1
8058,7
8059,36
8060,2
8061,2
8062,7
8063,3
8064,19
8065,3
8066,19
8067,6
8068,1
8069,3
8070,15
8071,2
8072,5
8073,9
8074,4
8075,13
8076,5
8077,15
8078,8
8079,15
8080,2
8081,14
8082,32
8083,5
8084,5
8085,1
8086,7
8087,3
8088,3
8089,4
8090,1
8091,1
8092,1
8093,21
8094,4
8095,1
8096,13
8097,3
8098,7
8099,14
8100,3
8101,4
8102,9
8103,10
8104,4
8105,1
8106,6
8107,2
8108,1
8109,6
8110,3
8111,27
8112,1
8113,1
8114,14
8115,7
8116,8
8117,4
8118,2
8119,4
8120,1
8121,14
8122,1
8123,30
8124,18
8125,2
8126,13
8127,1
8128,3
8129,3
8130,17
8131,8
8132,10
8133,2
8134,1
8135,19
8136,9
8137,4
8138,13
8139,3
8140,7
8141,10
8142,4
8143,7
8144,27
8145,17
8146,7
8147,5
8148,8
8149,3
8150,7
8151,3
8152,10
8153,3
8154,1
8155,8
8156,9
8157,14
8158,2
8159,5
8160,3
8161,6
8162,12
8163,15
8164,6
8165,38
8166,10
8167,5
8168,6
8169,29
8170,5
8171,5
8172,6
8173,22
8174,19
8175,1
8176,19
8177,2
8178,2
8179,4
8180,15
8181,15
8182,7
8183,8
8184,5
8185,2
8186,9
8187,7
8188,1
8189,5
8190,14
8191,5
8192,1
8193,3
8194,2
8195,16
8196,14
8197,19
8198,3
8199,6
8200,12
8201,8
8202,2
8203,6
8204,17
8205,21
8206,10
8207,1
8208,3
8209,11
8210,12
8211,6
8212,21
8213,1
8214,5
8215,7
8216,7
8217,6
8218,2
8219,7
8220,2
8221,3
8222,4
8223,2
8224,6
8225,5
8226,10
8227,6
8228,6
8229,1
8230,2
8231,16
8232,10
8233,7
8234,13
8235,8
8236,18
8237,3
8238,8
8239,7
8240,6
8241,17
8242,10
8243,31
8244,1
8245,34
8246,2
8247,9
8248,2
8249,25
8250,1
8251,6
8252,19
8253,10
8254,13
8255,11
8256,1
8257,10
8258,7
8259,3
8260,22
8261,10
8262,3
8263,2
8264,3
8265,4
8266,7
8267,6
8268,11
8269,11
8270,6
8271,3
8272,9
8273,7
8274,8
8275,2
8276,3
8277,33
8278,7
8279,26
8280,2
8281,10
8282,1
8283,10
8284,8
8285,12
8286,2
8287,2
8288,31
8289,14
8290,22
8291,47
8292,49
8293,11
8294,3
8295,9
8296,3
8297,28
8298,1
8299,4
8300,9
8301,4
8302,5
8303,1
8304,22
8305,4
8306,51
8307,1
8308,20
8309,8
8310,2
8311,4
8312,6
8313,33
8314,6
8315,3
8316,5
8317,18
8318,1
8319,4
8320,33
8321,2
8322,12
8323,2
8324,10
8325,13
8326,29
8327,15
8328,1
8329,5
8330,20
8331,38
8332,15
8333,2
8334,22
8335,19
8336,2
8337,4
8338,1
8339,7
8340,3
8341,1
8342,8
8343,2
8344,20
8345,1
8346,1
8347,18
8348,3
8349,9
8350,6
8351,4
8352,8
8353,1
8354,4
8355,1
8356,13
8357,7
8358,1
8359,28
8360,5
8361,12
8362,1
8363,3
8364,14
8365,6
8366,9
8367,5
8368,2
8369,4
8370,13
8371,1
8372,10
8373,24
8374,15
8375,1
8376,3
8377,7
8378,9
8379,6
8380,3
8381,1
8382,24
8383,49
8384,8
8385,3
8386,8
8387,22
8388,6
8389,2
8390,6
8391,4
8392,2
8393,3
8394,3
8395,21
8396,6
8397,4
8398,4
8399,26
8400,11
8401,12
8402,10
8403,3
8404,4
8405,1
8406,1
8407,1
8408,21
8409,1
8410,3
8411,3
8412,1
8413,4
8414,1
8415,13
8416,3
8417,1
8418,6
8419,4
8420,5
8421,3
8422,5
8423,1
8424,11
8425,14
8426,5
8427,5
8428,1
8429,10
8430,1
8431,5
8432,7
8433,9
8434,1
8435,12
8436,2
8437,30
8438,7
8439,14
8440,1
8441,6
8442,6
8443,4
8444,4
8445,8
8446,9
8447,1
8448,10
8449,11
8450,1
8451,1
8452,18
8453,3
8454,11
8455,1
8456,1
8457,1
8458,5
8459,18
8460,3
8461,6
8462,17
8463,13
8464,2
8465,9
8466,17
8467,6
8468,20
8469,2
8470,2
8471,7
8472,12
8473,17
8474,14
8475,6
8476,6
8477,4
8478,2
8479,13
8480,7
8481,2
8482,3
8483,11
8484,22
8485,2
8486,13
8487,2
8488,12
8489,1
8490,6
8491,25
8492,14
8493,7
8494,1
8495,5
8496,3
8497,3
8498,12
8499,8
8500,24
8501,18
8502,7
8503,12
8504,4
8505,14
8506,1
8507,14
8508,1
8509,2
8510,14
8511,14
8512,3
8513,9
8514,4
8515,3
8516,5
8517,10
8518,1
8519,8
8520,11
8521,9
8522,1
8523,4
8524,8
8525,7
8526,9
8527,8
8528,6
8529,3
8530,30
8531,10
8532,13
8533,21
8534,44
8535,5
8536,10
8537,1
8538,4
8539,11
8540,25
8541,8
8542,1
8543,12
8544,24
8545,11
8546,18
8547,4
8548,5
8549,1
8550,1
8551,8
8552,5
8553,8
8554,5
8555,13
8556,4
8557,4
8558,8
8559,2
8560,1
8561,2
8562,8
8563,5
8564,15
8565,2
8566,3
8567,8
8568,14
8569,3
8570,5
8571,6
8572,14
8573,6
8574,17
8575,2
8576,38
8577,3
8578,5
8579,2
8580,16
8581,5
8582,2
8583,28
8584,4
8585,8
8586,2
8587,1
8588,1
8589,2
8590,2
8591,9
