sample,two_theta,intensity
InMnPdOx_pre,23.4,4.759
InMnPdOx_pre,23.41,4.58
InMnPdOx_pre,23.42,4.575
InMnPdOx_pre,23.43,4.556
InMnPdOx_pre,23.44,4.615
InMnPdOx_pre,23.45,4.653
InMnPdOx_pre,23.46,4.686
InMnPdOx_pre,23.47,4.742
InMnPdOx_pre,23.48,4.765
InMnPdOx_pre,23.49,4.75
InMnPdOx_pre,23.5,4.682
InMnPdOx_pre,23.51,4.686
InMnPdOx_pre,23.52,4.773
InMnPdOx_pre,23.53,4.795
InMnPdOx_pre,23.54,4.81
InMnPdOx_pre,23.55,4.809
InMnPdOx_pre,23.56,4.835
InMnPdOx_pre,23.57,4.903
InMnPdOx_pre,23.58,4.886
InMnPdOx_pre,23.59,4.923
InMnPdOx_pre,23.6,4.928
InMnPdOx_pre,23.61,5.047
InMnPdOx_pre,23.62,5.064
InMnPdOx_pre,23.63,4.949
InMnPdOx_pre,23.64,4.861
InMnPdOx_pre,23.65,4.828
InMnPdOx_pre,23.66,4.82
InMnPdOx_pre,23.67,4.727
InMnPdOx_pre,23.68,4.639
InMnPdOx_pre,23.69,4.705
InMnPdOx_pre,23.7,4.824
InMnPdOx_pre,23.71,4.865
InMnPdOx_pre,23.72,4.865
InMnPdOx_pre,23.73,4.79
InMnPdOx_pre,23.74,4.671
InMnPdOx_pre,23.75,4.707
InMnPdOx_pre,23.76,4.913
InMnPdOx_pre,23.77,4.974
InMnPdOx_pre,23.78,4.742
InMnPdOx_pre,23.79,4.553
InMnPdOx_pre,23.8,4.591
InMnPdOx_pre,23.81,4.68
InMnPdOx_pre,23.82,4.782
InMnPdOx_pre,23.83,4.852
InMnPdOx_pre,23.84,4.871
InMnPdOx_pre,23.85,4.764
InMnPdOx_pre,23.86,4.8
InMnPdOx_pre,23.87,4.843
InMnPdOx_pre,23.88,4.951
InMnPdOx_pre,23.89,4.917
InMnPdOx_pre,23.9,4.848
InMnPdOx_pre,23.91,4.753
InMnPdOx_pre,23.92,4.798
InMnPdOx_pre,23.93,4.758
InMnPdOx_pre,23.94,4.818
InMnPdOx_pre,23.95,4.756
InMnPdOx_pre,23.96,4.913
InMnPdOx_pre,23.97,4.986
InMnPdOx_pre,23.98,5.021
InMnPdOx_pre,23.99,4.839
InMnPdOx_pre,24.0,4.713
InMnPdOx_pre,24.01,4.663
InMnPdOx_pre,24.02,4.64
InMnPdOx_pre,24.03,4.589
InMnPdOx_pre,24.04,4.615
InMnPdOx_pre,24.05,4.67
InMnPdOx_pre,24.06,4.61
InMnPdOx_pre,24.07,4.564
InMnPdOx_pre,24.08,4.495
InMnPdOx_pre,24.09,4.53
InMnPdOx_pre,24.1,4.551
InMnPdOx_pre,24.11,4.692
InMnPdOx_pre,24.12,4.846
InMnPdOx_pre,24.13,4.967
InMnPdOx_pre,24.14,4.986
InMnPdOx_pre,24.15,4.875
InMnPdOx_pre,24.16,4.753
InMnPdOx_pre,24.17,4.687
InMnPdOx_pre,24.18,4.651
InMnPdOx_pre,24.19,4.64
InMnPdOx_pre,24.2,4.717
InMnPdOx_pre,24.21,4.713
InMnPdOx_pre,24.22,4.761
InMnPdOx_pre,24.23,4.746
InMnPdOx_pre,24.24,4.715
InMnPdOx_pre,24.25,4.605
InMnPdOx_pre,24.26,4.52
InMnPdOx_pre,24.27,4.642
InMnPdOx_pre,24.28,4.807
InMnPdOx_pre,24.29,5.014
InMnPdOx_pre,24.3,4.954
InMnPdOx_pre,24.31,4.784
InMnPdOx_pre,24.32,4.617
InMnPdOx_pre,24.33,4.682
InMnPdOx_pre,24.34,4.847
InMnPdOx_pre,24.35,4.953
InMnPdOx_pre,24.36,4.944
InMnPdOx_pre,24.37,4.854
InMnPdOx_pre,24.38,4.801
InMnPdOx_pre,24.39,4.758
InMnPdOx_pre,24.4,4.784
InMnPdOx_pre,24.41,4.781
InMnPdOx_pre,24.42,4.783
InMnPdOx_pre,24.43,4.651
InMnPdOx_pre,24.44,4.62
InMnPdOx_pre,24.45,4.676
InMnPdOx_pre,24.46,4.704
InMnPdOx_pre,24.47,4.682
InMnPdOx_pre,24.48,4.601
InMnPdOx_pre,24.49,4.69
InMnPdOx_pre,24.5,4.736
InMnPdOx_pre,24.51,4.722
InMnPdOx_pre,24.52,4.692
InMnPdOx_pre,24.53,4.596
InMnPdOx_pre,24.54,4.568
InMnPdOx_pre,24.55,4.617
InMnPdOx_pre,24.56,4.748
InMnPdOx_pre,24.57,4.766
InMnPdOx_pre,24.58,4.768
InMnPdOx_pre,24.59,4.681
InMnPdOx_pre,24.6,4.682
InMnPdOx_pre,24.61,4.632
InMnPdOx_pre,24.62,4.718
InMnPdOx_pre,24.63,4.61
InMnPdOx_pre,24.64,4.521
InMnPdOx_pre,24.65,4.558
InMnPdOx_pre,24.66,4.638
InMnPdOx_pre,24.67,4.819
InMnPdOx_pre,24.68,4.818
InMnPdOx_pre,24.69,4.828
InMnPdOx_pre,24.7,4.633
InMnPdOx_pre,24.71,4.499
InMnPdOx_pre,24.72,4.47
InMnPdOx_pre,24.73,4.555
InMnPdOx_pre,24.74,4.712
InMnPdOx_pre,24.75,4.766
InMnPdOx_pre,24.76,4.782
InMnPdOx_pre,24.77,4.693
InMnPdOx_pre,24.78,4.73
InMnPdOx_pre,24.79,4.639
InMnPdOx_pre,24.8,4.718
InMnPdOx_pre,24.81,4.7
InMnPdOx_pre,24.82,4.692
InMnPdOx_pre,24.83,4.459
InMnPdOx_pre,24.84,4.43
InMnPdOx_pre,24.85,4.548
InMnPdOx_pre,24.86,4.688
InMnPdOx_pre,24.87,4.667
InMnPdOx_pre,24.88,4.689
InMnPdOx_pre,24.89,4.713
InMnPdOx_pre,24.9,4.718
InMnPdOx_pre,24.91,4.608
InMnPdOx_pre,24.92,4.536
InMnPdOx_pre,24.93,4.511
InMnPdOx_pre,24.94,4.602
InMnPdOx_pre,24.95,4.595
InMnPdOx_pre,24.96,4.673
InMnPdOx_pre,24.97,4.623
InMnPdOx_pre,24.98,4.669
InMnPdOx_pre,24.99,4.665
InMnPdOx_pre,25.0,4.669
InMnPdOx_pre,25.01,4.53
InMnPdOx_pre,25.02,4.49
InMnPdOx_pre,25.03,4.638
InMnPdOx_pre,25.04,4.706
InMnPdOx_pre,25.05,4.693
InMnPdOx_pre,25.06,4.668
InMnPdOx_pre,25.07,4.581
InMnPdOx_pre,25.08,4.708
InMnPdOx_pre,25.09,4.869
InMnPdOx_pre,25.1,4.893
InMnPdOx_pre,25.11,4.696
InMnPdOx_pre,25.12,4.506
InMnPdOx_pre,25.13,4.526
InMnPdOx_pre,25.14,4.565
InMnPdOx_pre,25.15,4.59
InMnPdOx_pre,25.16,4.567
InMnPdOx_pre,25.17,4.556
InMnPdOx_pre,25.18,4.512
InMnPdOx_pre,25.19,4.562
InMnPdOx_pre,25.2,4.525
InMnPdOx_pre,25.21,4.477
InMnPdOx_pre,25.22,4.482
InMnPdOx_pre,25.23,4.543
InMnPdOx_pre,25.24,4.58
InMnPdOx_pre,25.25,4.676
InMnPdOx_pre,25.26,4.794
InMnPdOx_pre,25.27,4.62
InMnPdOx_pre,25.28,4.415
InMnPdOx_pre,25.29,4.46
InMnPdOx_pre,25.3,4.656
InMnPdOx_pre,25.31,4.715
InMnPdOx_pre,25.32,4.63
InMnPdOx_pre,25.33,4.725
InMnPdOx_pre,25.34,4.705
InMnPdOx_pre,25.35,4.637
InMnPdOx_pre,25.36,4.423
InMnPdOx_pre,25.37,4.591
InMnPdOx_pre,25.38,4.786
InMnPdOx_pre,25.39,4.799
InMnPdOx_pre,25.4,4.653
InMnPdOx_pre,25.41,4.592
InMnPdOx_pre,25.42,4.63
InMnPdOx_pre,25.43,4.649
InMnPdOx_pre,25.44,4.698
InMnPdOx_pre,25.45,4.716
InMnPdOx_pre,25.46,4.613
InMnPdOx_pre,25.47,4.513
InMnPdOx_pre,25.48,4.49
InMnPdOx_pre,25.49,4.553
InMnPdOx_pre,25.5,4.602
InMnPdOx_pre,25.51,4.566
InMnPdOx_pre,25.52,4.491
InMnPdOx_pre,25.53,4.5
InMnPdOx_pre,25.54,4.549
InMnPdOx_pre,25.55,4.575
InMnPdOx_pre,25.56,4.536
InMnPdOx_pre,25.57,4.552
InMnPdOx_pre,25.58,4.493
InMnPdOx_pre,25.59,4.487
InMnPdOx_pre,25.6,4.587
InMnPdOx_pre,25.61,4.601
InMnPdOx_pre,25.62,4.658
InMnPdOx_pre,25.63,4.56
InMnPdOx_pre,25.64,4.602
InMnPdOx_pre,25.65,4.531
InMnPdOx_pre,25.66,4.529
InMnPdOx_pre,25.67,4.672
InMnPdOx_pre,25.68,4.673
InMnPdOx_pre,25.69,4.694
InMnPdOx_pre,25.7,4.588
InMnPdOx_pre,25.71,4.691
InMnPdOx_pre,25.72,4.691
InMnPdOx_pre,25.73,4.625
InMnPdOx_pre,25.74,4.519
InMnPdOx_pre,25.75,4.432
InMnPdOx_pre,25.76,4.476
InMnPdOx_pre,25.77,4.477
InMnPdOx_pre,25.78,4.544
InMnPdOx_pre,25.79,4.626
InMnPdOx_pre,25.8,4.772
InMnPdOx_pre,25.81,4.838
InMnPdOx_pre,25.82,4.736
InMnPdOx_pre,25.83,4.631
InMnPdOx_pre,25.84,4.614
InMnPdOx_pre,25.85,4.633
InMnPdOx_pre,25.86,4.612
InMnPdOx_pre,25.87,4.521
InMnPdOx_pre,25.88,4.555
InMnPdOx_pre,25.89,4.692
InMnPdOx_pre,25.9,4.785
InMnPdOx_pre,25.91,4.703
InMnPdOx_pre,25.92,4.582
InMnPdOx_pre,25.93,4.634
InMnPdOx_pre,25.94,4.639
InMnPdOx_pre,25.95,4.658
InMnPdOx_pre,25.96,4.599
InMnPdOx_pre,25.97,4.526
InMnPdOx_pre,25.98,4.476
InMnPdOx_pre,25.99,4.43
InMnPdOx_pre,26.0,4.452
InMnPdOx_pre,26.01,4.539
InMnPdOx_pre,26.02,4.563
InMnPdOx_pre,26.03,4.525
InMnPdOx_pre,26.04,4.535
InMnPdOx_pre,26.05,4.623
InMnPdOx_pre,26.06,4.705
InMnPdOx_pre,26.07,4.635
InMnPdOx_pre,26.08,4.509
InMnPdOx_pre,26.09,4.37
InMnPdOx_pre,26.1,4.382
InMnPdOx_pre,26.11,4.493
InMnPdOx_pre,26.12,4.576
InMnPdOx_pre,26.13,4.561
InMnPdOx_pre,26.14,4.486
InMnPdOx_pre,26.15,4.459
InMnPdOx_pre,26.16,4.474
InMnPdOx_pre,26.17,4.493
InMnPdOx_pre,26.18,4.476
InMnPdOx_pre,26.19,4.572
InMnPdOx_pre,26.2,4.682
InMnPdOx_pre,26.21,4.681
InMnPdOx_pre,26.22,4.588
InMnPdOx_pre,26.23,4.521
InMnPdOx_pre,26.24,4.628
InMnPdOx_pre,26.25,4.7
InMnPdOx_pre,26.26,4.619
InMnPdOx_pre,26.27,4.377
InMnPdOx_pre,26.28,4.304
InMnPdOx_pre,26.29,4.281
InMnPdOx_pre,26.3,4.354
InMnPdOx_pre,26.31,4.364
InMnPdOx_pre,26.32,4.461
InMnPdOx_pre,26.33,4.633
InMnPdOx_pre,26.34,4.602
InMnPdOx_pre,26.35,4.628
InMnPdOx_pre,26.36,4.543
InMnPdOx_pre,26.37,4.607
InMnPdOx_pre,26.38,4.552
InMnPdOx_pre,26.39,4.502
InMnPdOx_pre,26.4,4.481
InMnPdOx_pre,26.41,4.541
InMnPdOx_pre,26.42,4.619
InMnPdOx_pre,26.43,4.645
InMnPdOx_pre,26.44,4.625
InMnPdOx_pre,26.45,4.537
InMnPdOx_pre,26.46,4.535
InMnPdOx_pre,26.47,4.507
InMnPdOx_pre,26.48,4.49
InMnPdOx_pre,26.49,4.42
InMnPdOx_pre,26.5,4.505
InMnPdOx_pre,26.51,4.607
InMnPdOx_pre,26.52,4.61
InMnPdOx_pre,26.53,4.54
InMnPdOx_pre,26.54,4.473
InMnPdOx_pre,26.55,4.422
InMnPdOx_pre,26.56,4.504
InMnPdOx_pre,26.57,4.53
InMnPdOx_pre,26.58,4.56
InMnPdOx_pre,26.59,4.532
InMnPdOx_pre,26.6,4.502
InMnPdOx_pre,26.61,4.473
InMnPdOx_pre,26.62,4.469
InMnPdOx_pre,26.63,4.497
InMnPdOx_pre,26.64,4.543
InMnPdOx_pre,26.65,4.583
InMnPdOx_pre,26.66,4.654
InMnPdOx_pre,26.67,4.58
InMnPdOx_pre,26.68,4.536
InMnPdOx_pre,26.69,4.566
InMnPdOx_pre,26.7,4.587
InMnPdOx_pre,26.71,4.616
InMnPdOx_pre,26.72,4.593
InMnPdOx_pre,26.73,4.635
InMnPdOx_pre,26.74,4.631
InMnPdOx_pre,26.75,4.488
InMnPdOx_pre,26.76,4.491
InMnPdOx_pre,26.77,4.533
InMnPdOx_pre,26.78,4.623
InMnPdOx_pre,26.79,4.52
InMnPdOx_pre,26.8,4.531
InMnPdOx_pre,26.81,4.539
InMnPdOx_pre,26.82,4.551
InMnPdOx_pre,26.83,4.383
InMnPdOx_pre,26.84,4.421
InMnPdOx_pre,26.85,4.397
InMnPdOx_pre,26.86,4.392
InMnPdOx_pre,26.87,4.485
InMnPdOx_pre,26.88,4.583
InMnPdOx_pre,26.89,4.681
InMnPdOx_pre,26.9,4.622
InMnPdOx_pre,26.91,4.556
InMnPdOx_pre,26.92,4.419
InMnPdOx_pre,26.93,4.363
InMnPdOx_pre,26.94,4.33
InMnPdOx_pre,26.95,4.322
InMnPdOx_pre,26.96,4.399
InMnPdOx_pre,26.97,4.541
InMnPdOx_pre,26.98,4.602
InMnPdOx_pre,26.99,4.469
InMnPdOx_pre,27.0,4.417
InMnPdOx_pre,27.01,4.424
InMnPdOx_pre,27.02,4.386
InMnPdOx_pre,27.03,4.365
InMnPdOx_pre,27.04,4.456
InMnPdOx_pre,27.05,4.739
InMnPdOx_pre,27.06,4.739
InMnPdOx_pre,27.07,4.681
InMnPdOx_pre,27.08,4.491
InMnPdOx_pre,27.09,4.465
InMnPdOx_pre,27.1,4.448
InMnPdOx_pre,27.11,4.519
InMnPdOx_pre,27.12,4.565
InMnPdOx_pre,27.13,4.5
InMnPdOx_pre,27.14,4.398
InMnPdOx_pre,27.15,4.445
InMnPdOx_pre,27.16,4.494
InMnPdOx_pre,27.17,4.493
InMnPdOx_pre,27.18,4.472
InMnPdOx_pre,27.19,4.556
InMnPdOx_pre,27.2,4.724
InMnPdOx_pre,27.21,4.665
InMnPdOx_pre,27.22,4.577
InMnPdOx_pre,27.23,4.536
InMnPdOx_pre,27.24,4.575
InMnPdOx_pre,27.25,4.599
InMnPdOx_pre,27.26,4.474
InMnPdOx_pre,27.27,4.579
InMnPdOx_pre,27.28,4.584
InMnPdOx_pre,27.29,4.587
InMnPdOx_pre,27.3,4.362
InMnPdOx_pre,27.31,4.311
InMnPdOx_pre,27.32,4.462
InMnPdOx_pre,27.33,4.589
InMnPdOx_pre,27.34,4.578
InMnPdOx_pre,27.35,4.408
InMnPdOx_pre,27.36,4.283
InMnPdOx_pre,27.37,4.395
InMnPdOx_pre,27.38,4.44
InMnPdOx_pre,27.39,4.441
InMnPdOx_pre,27.4,4.396
InMnPdOx_pre,27.41,4.472
InMnPdOx_pre,27.42,4.478
InMnPdOx_pre,27.43,4.415
InMnPdOx_pre,27.44,4.381
InMnPdOx_pre,27.45,4.433
InMnPdOx_pre,27.46,4.629
InMnPdOx_pre,27.47,4.679
InMnPdOx_pre,27.48,4.677
InMnPdOx_pre,27.49,4.58
InMnPdOx_pre,27.5,4.565
InMnPdOx_pre,27.51,4.455
InMnPdOx_pre,27.52,4.442
InMnPdOx_pre,27.53,4.441
InMnPdOx_pre,27.54,4.466
InMnPdOx_pre,27.55,4.414
InMnPdOx_pre,27.56,4.417
InMnPdOx_pre,27.57,4.441
InMnPdOx_pre,27.58,4.412
InMnPdOx_pre,27.59,4.333
InMnPdOx_pre,27.6,4.289
InMnPdOx_pre,27.61,4.406
InMnPdOx_pre,27.62,4.52
InMnPdOx_pre,27.63,4.538
InMnPdOx_pre,27.64,4.394
InMnPdOx_pre,27.65,4.35
InMnPdOx_pre,27.66,4.36
InMnPdOx_pre,27.67,4.473
InMnPdOx_pre,27.68,4.479
InMnPdOx_pre,27.69,4.514
InMnPdOx_pre,27.7,4.499
InMnPdOx_pre,27.71,4.478
InMnPdOx_pre,27.72,4.431
InMnPdOx_pre,27.73,4.468
InMnPdOx_pre,27.74,4.453
InMnPdOx_pre,27.75,4.449
InMnPdOx_pre,27.76,4.402
InMnPdOx_pre,27.77,4.464
InMnPdOx_pre,27.78,4.518
InMnPdOx_pre,27.79,4.54
InMnPdOx_pre,27.8,4.656
InMnPdOx_pre,27.81,4.665
InMnPdOx_pre,27.82,4.598
InMnPdOx_pre,27.83,4.516
InMnPdOx_pre,27.84,4.471
InMnPdOx_pre,27.85,4.484
InMnPdOx_pre,27.86,4.42
InMnPdOx_pre,27.87,4.402
InMnPdOx_pre,27.88,4.382
InMnPdOx_pre,27.89,4.378
InMnPdOx_pre,27.9,4.304
InMnPdOx_pre,27.91,4.254
InMnPdOx_pre,27.92,4.3
InMnPdOx_pre,27.93,4.379
InMnPdOx_pre,27.94,4.407
InMnPdOx_pre,27.95,4.287
InMnPdOx_pre,27.96,4.337
InMnPdOx_pre,27.97,4.377
InMnPdOx_pre,27.98,4.428
InMnPdOx_pre,27.99,4.428
InMnPdOx_pre,28.0,4.392
InMnPdOx_pre,28.01,4.349
InMnPdOx_pre,28.02,4.294
InMnPdOx_pre,28.03,4.324
InMnPdOx_pre,28.04,4.325
InMnPdOx_pre,28.05,4.249
InMnPdOx_pre,28.06,4.265
InMnPdOx_pre,28.07,4.299
InMnPdOx_pre,28.08,4.275
InMnPdOx_pre,28.09,4.242
InMnPdOx_pre,28.1,4.198
InMnPdOx_pre,28.11,4.345
InMnPdOx_pre,28.12,4.441
InMnPdOx_pre,28.13,4.609
InMnPdOx_pre,28.14,4.669
InMnPdOx_pre,28.15,4.61
InMnPdOx_pre,28.16,4.512
InMnPdOx_pre,28.17,4.398
InMnPdOx_pre,28.18,4.401
InMnPdOx_pre,28.19,4.421
InMnPdOx_pre,28.2,4.387
InMnPdOx_pre,28.21,4.344
InMnPdOx_pre,28.22,4.344
InMnPdOx_pre,28.23,4.46
InMnPdOx_pre,28.24,4.544
InMnPdOx_pre,28.25,4.53
InMnPdOx_pre,28.26,4.415
InMnPdOx_pre,28.27,4.363
InMnPdOx_pre,28.28,4.356
InMnPdOx_pre,28.29,4.363
InMnPdOx_pre,28.3,4.279
InMnPdOx_pre,28.31,4.233
InMnPdOx_pre,28.32,4.147
InMnPdOx_pre,28.33,4.184
InMnPdOx_pre,28.34,4.276
InMnPdOx_pre,28.35,4.483
InMnPdOx_pre,28.36,4.575
InMnPdOx_pre,28.37,4.607
InMnPdOx_pre,28.38,4.669
InMnPdOx_pre,28.39,4.547
InMnPdOx_pre,28.4,4.427
InMnPdOx_pre,28.41,4.2
InMnPdOx_pre,28.42,4.254
InMnPdOx_pre,28.43,4.268
InMnPdOx_pre,28.44,4.281
InMnPdOx_pre,28.45,4.257
InMnPdOx_pre,28.46,4.247
InMnPdOx_pre,28.47,4.338
InMnPdOx_pre,28.48,4.331
InMnPdOx_pre,28.49,4.312
InMnPdOx_pre,28.5,4.294
InMnPdOx_pre,28.51,4.365
InMnPdOx_pre,28.52,4.5
InMnPdOx_pre,28.53,4.514
InMnPdOx_pre,28.54,4.466
InMnPdOx_pre,28.55,4.47
InMnPdOx_pre,28.56,4.483
InMnPdOx_pre,28.57,4.524
InMnPdOx_pre,28.58,4.532
InMnPdOx_pre,28.59,4.501
InMnPdOx_pre,28.6,4.512
InMnPdOx_pre,28.61,4.519
InMnPdOx_pre,28.62,4.565
InMnPdOx_pre,28.63,4.518
InMnPdOx_pre,28.64,4.442
InMnPdOx_pre,28.65,4.339
InMnPdOx_pre,28.66,4.311
InMnPdOx_pre,28.67,4.353
InMnPdOx_pre,28.68,4.479
InMnPdOx_pre,28.69,4.541
InMnPdOx_pre,28.7,4.678
InMnPdOx_pre,28.71,4.684
InMnPdOx_pre,28.72,4.643
InMnPdOx_pre,28.73,4.493
InMnPdOx_pre,28.74,4.304
InMnPdOx_pre,28.75,4.225
InMnPdOx_pre,28.76,4.249
InMnPdOx_pre,28.77,4.391
InMnPdOx_pre,28.78,4.429
InMnPdOx_pre,28.79,4.508
InMnPdOx_pre,28.8,4.507
InMnPdOx_pre,28.81,4.594
InMnPdOx_pre,28.82,4.488
InMnPdOx_pre,28.83,4.352
InMnPdOx_pre,28.84,4.176
InMnPdOx_pre,28.85,4.232
InMnPdOx_pre,28.86,4.349
InMnPdOx_pre,28.87,4.462
InMnPdOx_pre,28.88,4.46
InMnPdOx_pre,28.89,4.41
InMnPdOx_pre,28.9,4.352
InMnPdOx_pre,28.91,4.302
InMnPdOx_pre,28.92,4.334
InMnPdOx_pre,28.93,4.381
InMnPdOx_pre,28.94,4.446
InMnPdOx_pre,28.95,4.522
InMnPdOx_pre,28.96,4.442
InMnPdOx_pre,28.97,4.42
InMnPdOx_pre,28.98,4.368
InMnPdOx_pre,28.99,4.455
InMnPdOx_pre,29.0,4.549
InMnPdOx_pre,29.01,4.581
InMnPdOx_pre,29.02,4.509
InMnPdOx_pre,29.03,4.544
InMnPdOx_pre,29.04,4.503
InMnPdOx_pre,29.05,4.487
InMnPdOx_pre,29.06,4.382
InMnPdOx_pre,29.07,4.47
InMnPdOx_pre,29.08,4.524
InMnPdOx_pre,29.09,4.558
InMnPdOx_pre,29.1,4.519
InMnPdOx_pre,29.11,4.544
InMnPdOx_pre,29.12,4.538
InMnPdOx_pre,29.13,4.629
InMnPdOx_pre,29.14,4.538
InMnPdOx_pre,29.15,4.499
InMnPdOx_pre,29.16,4.419
InMnPdOx_pre,29.17,4.344
InMnPdOx_pre,29.18,4.372
InMnPdOx_pre,29.19,4.402
InMnPdOx_pre,29.2,4.419
InMnPdOx_pre,29.21,4.43
InMnPdOx_pre,29.22,4.449
InMnPdOx_pre,29.23,4.436
InMnPdOx_pre,29.24,4.452
InMnPdOx_pre,29.25,4.453
InMnPdOx_pre,29.26,4.41
InMnPdOx_pre,29.27,4.267
InMnPdOx_pre,29.28,4.278
InMnPdOx_pre,29.29,4.35
InMnPdOx_pre,29.3,4.461
InMnPdOx_pre,29.31,4.376
InMnPdOx_pre,29.32,4.366
InMnPdOx_pre,29.33,4.39
InMnPdOx_pre,29.34,4.397
InMnPdOx_pre,29.35,4.37
InMnPdOx_pre,29.36,4.33
InMnPdOx_pre,29.37,4.295
InMnPdOx_pre,29.38,4.363
InMnPdOx_pre,29.39,4.347
InMnPdOx_pre,29.4,4.448
InMnPdOx_pre,29.41,4.452
InMnPdOx_pre,29.42,4.489
InMnPdOx_pre,29.43,4.4
InMnPdOx_pre,29.44,4.362
InMnPdOx_pre,29.45,4.26
InMnPdOx_pre,29.46,4.24
InMnPdOx_pre,29.47,4.204
InMnPdOx_pre,29.48,4.18
InMnPdOx_pre,29.49,4.289
InMnPdOx_pre,29.5,4.479
InMnPdOx_pre,29.51,4.583
InMnPdOx_pre,29.52,4.444
InMnPdOx_pre,29.53,4.478
InMnPdOx_pre,29.54,4.602
InMnPdOx_pre,29.55,4.657
InMnPdOx_pre,29.56,4.627
InMnPdOx_pre,29.57,4.45
InMnPdOx_pre,29.58,4.397
InMnPdOx_pre,29.59,4.378
InMnPdOx_pre,29.6,4.452
InMnPdOx_pre,29.61,4.442
InMnPdOx_pre,29.62,4.387
InMnPdOx_pre,29.63,4.48
InMnPdOx_pre,29.64,4.48
InMnPdOx_pre,29.65,4.304
InMnPdOx_pre,29.66,4.156
InMnPdOx_pre,29.67,4.186
InMnPdOx_pre,29.68,4.262
InMnPdOx_pre,29.69,4.39
InMnPdOx_pre,29.7,4.441
InMnPdOx_pre,29.71,4.416
InMnPdOx_pre,29.72,4.391
InMnPdOx_pre,29.73,4.506
InMnPdOx_pre,29.74,4.573
InMnPdOx_pre,29.75,4.608
InMnPdOx_pre,29.76,4.445
InMnPdOx_pre,29.77,4.483
InMnPdOx_pre,29.78,4.559
InMnPdOx_pre,29.79,4.643
InMnPdOx_pre,29.8,4.587
InMnPdOx_pre,29.81,4.571
InMnPdOx_pre,29.82,4.576
InMnPdOx_pre,29.83,4.549
InMnPdOx_pre,29.84,4.39
InMnPdOx_pre,29.85,4.479
InMnPdOx_pre,29.86,4.492
InMnPdOx_pre,29.87,4.471
InMnPdOx_pre,29.88,4.363
InMnPdOx_pre,29.89,4.297
InMnPdOx_pre,29.9,4.258
InMnPdOx_pre,29.91,4.266
InMnPdOx_pre,29.92,4.361
InMnPdOx_pre,29.93,4.57
InMnPdOx_pre,29.94,4.649
InMnPdOx_pre,29.95,4.554
InMnPdOx_pre,29.96,4.397
InMnPdOx_pre,29.97,4.362
InMnPdOx_pre,29.98,4.367
InMnPdOx_pre,29.99,4.5
InMnPdOx_pre,30.0,4.541
InMnPdOx_pre,30.01,4.539
InMnPdOx_pre,30.02,4.391
InMnPdOx_pre,30.03,4.405
InMnPdOx_pre,30.04,4.452
InMnPdOx_pre,30.05,4.489
InMnPdOx_pre,30.06,4.393
InMnPdOx_pre,30.07,4.277
InMnPdOx_pre,30.08,4.295
InMnPdOx_pre,30.09,4.393
InMnPdOx_pre,30.1,4.447
InMnPdOx_pre,30.11,4.378
InMnPdOx_pre,30.12,4.482
InMnPdOx_pre,30.13,4.62
InMnPdOx_pre,30.14,4.722
InMnPdOx_pre,30.15,4.614
InMnPdOx_pre,30.16,4.445
InMnPdOx_pre,30.17,4.414
InMnPdOx_pre,30.18,4.372
InMnPdOx_pre,30.19,4.387
InMnPdOx_pre,30.2,4.416
InMnPdOx_pre,30.21,4.476
InMnPdOx_pre,30.22,4.388
InMnPdOx_pre,30.23,4.253
InMnPdOx_pre,30.24,4.291
InMnPdOx_pre,30.25,4.372
InMnPdOx_pre,30.26,4.434
InMnPdOx_pre,30.27,4.47
InMnPdOx_pre,30.28,4.522
InMnPdOx_pre,30.29,4.487
InMnPdOx_pre,30.3,4.431
InMnPdOx_pre,30.31,4.462
InMnPdOx_pre,30.32,4.481
InMnPdOx_pre,30.33,4.491
InMnPdOx_pre,30.34,4.448
InMnPdOx_pre,30.35,4.458
InMnPdOx_pre,30.36,4.418
InMnPdOx_pre,30.37,4.505
InMnPdOx_pre,30.38,4.598
InMnPdOx_pre,30.39,4.747
InMnPdOx_pre,30.4,4.697
InMnPdOx_pre,30.41,4.677
InMnPdOx_pre,30.42,4.752
InMnPdOx_pre,30.43,4.807
InMnPdOx_pre,30.44,4.684
InMnPdOx_pre,30.45,4.556
InMnPdOx_pre,30.46,4.523
InMnPdOx_pre,30.47,4.577
InMnPdOx_pre,30.48,4.66
InMnPdOx_pre,30.49,4.635
InMnPdOx_pre,30.5,4.567
InMnPdOx_pre,30.51,4.425
InMnPdOx_pre,30.52,4.44
InMnPdOx_pre,30.53,4.558
InMnPdOx_pre,30.54,4.549
InMnPdOx_pre,30.55,4.437
InMnPdOx_pre,30.56,4.334
InMnPdOx_pre,30.57,4.395
InMnPdOx_pre,30.58,4.442
InMnPdOx_pre,30.59,4.487
InMnPdOx_pre,30.6,4.526
InMnPdOx_pre,30.61,4.574
InMnPdOx_pre,30.62,4.531
InMnPdOx_pre,30.63,4.412
InMnPdOx_pre,30.64,4.265
InMnPdOx_pre,30.65,4.265
InMnPdOx_pre,30.66,4.411
InMnPdOx_pre,30.67,4.483
InMnPdOx_pre,30.68,4.569
InMnPdOx_pre,30.69,4.613
InMnPdOx_pre,30.7,4.787
InMnPdOx_pre,30.71,4.817
InMnPdOx_pre,30.72,4.742
InMnPdOx_pre,30.73,4.557
InMnPdOx_pre,30.74,4.55
InMnPdOx_pre,30.75,4.46
